LOCATION,ITEM,COST,DATE,Food(Boolean),Sick(Boolean),Price_Ranges
Starbucks,Coffee,$4.67,7/27/20,Other,Healthy,$0 - $20
Starbucks,Coffee,$5.51,8/23/19,Other,Healthy,$0 - $20
Coffee Company,Coffee,$7.30,10/13/19,Other,Healthy,$0 - $20
Coffee Company,Coffee,$5.70,8/20/19,Other,Healthy,$0 - $20
Starbucks,Coffee,$5.51,8/24/19,Other,Healthy,$0 - $20
Starbucks,Coffee,$5.20,7/20/20,Other,Healthy,$0 - $20
Coffee Company,Coffee,$5.70,8/19/19,Other,Healthy,$0 - $20
Starbucks,Coffee,$5.20,7/16/20,Other,Healthy,$0 - $20
Starbucks,Coffee,$5.51,9/13/19,Other,Healthy,$0 - $20
Starbucks,Coffee,$5.20,7/23/20,Other,Healthy,$0 - $20
Coffee Company,Coffee,$5.70,9/15/19,Other,Healthy,$0 - $20
Starbucks,Coffee,$5.51,9/11/19,Other,Healthy,$0 - $20
Starbucks,Coffee,$5.51,1/17/20,Other,Healthy,$0 - $20
Starbucks,Coffee,$5.20,7/25/20,Other,Healthy,$0 - $20
Coffee Company,Coffee,$5.70,9/20/19,Other,Healthy,$0 - $20
Starbucks,Coffee,$5.51,9/3/19,Other,Healthy,$0 - $20
Coffee Company,Coffee,$5.20,10/14/19,Other,Healthy,$0 - $20
Starbucks,Coffee,$5.51,10/3/19,Other,Healthy,$0 - $20
Coffee Company,Coffee,$5.70,8/8/19,Other,Healthy,$0 - $20
Starbucks,Coffee,$5.20,3/7/20,Other,Healthy,$0 - $20
Coffee Company,Coffee,$5.20,10/30/19,Other,Healthy,$0 - $20
Coffee Company,Coffee,$5.20,10/22/19,Other,Healthy,$0 - $20
Coffee Company,Coffee,$5.20,10/19/19,Other,Healthy,$0 - $20
Starbucks,Coffee,$5.20,7/19/20,Other,Healthy,$0 - $20
Starbucks,Coffee,$5.51,10/17/19,Other,Healthy,$0 - $20
Starbucks,Coffee,$5.51,10/16/19,Other,Healthy,$0 - $20
Good Earth,Coffee,$5.70,8/4/19,Other,Healthy,$0 - $20
Starbucks,Coffee,$5.51,10/18/19,Other,Healthy,$0 - $20
Starbucks,Coffee,$5.51,10/11/19,Other,Healthy,$0 - $20
Starbucks,Coffee,$4.67,10/15/19,Other,Healthy,$0 - $20
Starbucks,Coffee,$5.20,7/14/20,Other,Healthy,$0 - $20
Starbucks,Coffee,$5.20,7/3/20,Other,Healthy,$0 - $20
Coffee Company,Coffee,$5.20,3/6/20,Other,Healthy,$0 - $20
Starbucks,Coffee,$4.67,7/10/19,Other,Healthy,$0 - $20
Starbucks,Coffee,$5.51,3/2/20,Other,Healthy,$0 - $20
Starbucks,Coffee,$4.67,4/28/20,Other,Healthy,$0 - $20
Starbucks,Coffee,$4.99,2/22/20,Other,Healthy,$0 - $20
Starbucks,Coffee,$5.20,4/20/20,Other,Healthy,$0 - $20
Starbucks,Coffee,$5.20,4/16/20,Other,Healthy,$0 - $20
Starbucks,Coffee,$5.51,2/8/20,Other,Healthy,$0 - $20
Starbucks,Coffee,$5.51,2/20/20,Other,Healthy,$0 - $20
Starbucks,Coffee,$4.67,4/1/20,Other,Healthy,$0 - $20
Starbucks,Coffee,$5.20,4/30/20,Other,Healthy,$0 - $20
Starbucks,Coffee,$5.51,2/27/20,Other,Healthy,$0 - $20
Starbucks,Coffee,$5.51,2/6/20,Other,Healthy,$0 - $20
Starbucks,Coffee,$4.67,4/3/20,Other,Healthy,$0 - $20
Starbucks,Coffee,$4.67,4/13/20,Other,Healthy,$0 - $20
Starbucks,Coffee,$5.51,2/17/20,Other,Healthy,$0 - $20
Starbucks,Coffee,$4.67,4/9/20,Other,Healthy,$0 - $20
Coffee Company,Coffee,$5.20,2/7/20,Other,Healthy,$0 - $20
Coffee Company,Coffee,$5.20,3/3/20,Other,Healthy,$0 - $20
Starbucks,Coffee,$4.67,4/14/20,Other,Healthy,$0 - $20
Starbucks,Coffee,$5.20,8/1/20,Other,Healthy,$0 - $20
Starbucks,Coffee,$5.72,4/24/20,Other,Healthy,$0 - $20
Starbucks,Coffee,$4.67,9/1/20,Other,Healthy,$0 - $20
Starbucks,Coffee,$5.51,1/9/20,Other,Healthy,$0 - $20
Starbucks,Coffee,$5.20,8/5/20,Other,Healthy,$0 - $20
Good Earth,Coffee,$2.76,9/26/19,Other,Healthy,$0 - $20
Starbucks,Coffee,$5.20,8/31/20,Other,Healthy,$0 - $20
Starbucks,Coffee,$5.20,8/22/20,Other,Healthy,$0 - $20
Coffee Company,Coffee,$5.70,9/18/19,Other,Healthy,$0 - $20
Starbucks,Coffee,$5.20,8/12/20,Other,Healthy,$0 - $20
Starbucks,Coffee,$5.20,4/8/20,Other,Healthy,$0 - $20
Starbucks,Coffee,$5.51,2/25/20,Other,Healthy,$0 - $20
Starbucks,Coffee,$5.20,4/21/20,Other,Healthy,$0 - $20
Starbucks,Coffee,$5.20,4/6/20,Other,Healthy,$0 - $20
Coffee Company,Coffee,$5.20,11/27/19,Other,Healthy,$0 - $20
Coffee Company,Coffee,$5.70,7/30/19,Other,Healthy,$0 - $20
Starbucks,Coffee,$4.67,7/30/20,Other,Healthy,$0 - $20
Starbucks,Coffee,$5.20,5/24/20,Other,Healthy,$0 - $20
Coffee Company,Coffee,$5.20,11/1/19,Other,Healthy,$0 - $20
Coffee Company,Coffee,$5.20,12/10/19,Other,Healthy,$0 - $20
Good Earth,Coffee,$9.96,12/12/19,Other,Healthy,$0 - $20
Coffee Company,Coffee,$5.20,12/13/19,Other,Healthy,$0 - $20
Starbucks,Coffee,$5.20,5/17/20,Other,Healthy,$0 - $20
Coffee Company,Coffee,$5.20,12/15/19,Other,Healthy,$0 - $20
Starbucks,Coffee,$5.20,5/3/20,Other,Healthy,$0 - $20
Starbucks,Coffee,$5.51,9/16/19,Other,Healthy,$0 - $20
Starbucks,Coffee,$4.67,5/5/20,Other,Healthy,$0 - $20
Starbucks,Coffee,$5.20,5/12/20,Other,Healthy,$0 - $20
Starbucks,Coffee,$5.51,12/21/19,Other,Healthy,$0 - $20
Starbucks,Coffee,$5.51,12/22/19,Other,Healthy,$0 - $20
Coffee Company,Coffee,$5.20,11/7/19,Other,Healthy,$0 - $20
Starbucks,Coffee,$5.20,5/9/20,Other,Healthy,$0 - $20
Starbucks,Coffee,$5.20,5/21/20,Other,Healthy,$0 - $20
Starbucks,Coffee,$5.20,5/23/20,Other,Healthy,$0 - $20
Coffee Company,Coffee,$5.20,11/5/19,Other,Healthy,$0 - $20
Starbucks,Coffee,$5.20,5/29/20,Other,Healthy,$0 - $20
Starbucks,Coffee,$5.51,11/11/19,Other,Healthy,$0 - $20
Starbucks,Coffee,$5.51,11/22/19,Other,Healthy,$0 - $20
Coffee Company,Coffee,$5.20,11/23/19,Other,Healthy,$0 - $20
Starbucks,Coffee,$5.20,5/13/20,Other,Healthy,$0 - $20
Starbucks,Coffee,$5.20,5/19/20,Other,Healthy,$0 - $20
Starbucks,Coffee,$5.51,12/31/19,Other,Healthy,$0 - $20
Starbucks,Coffee,$5.51,11/24/19,Other,Healthy,$0 - $20
Starbucks,Coffee,$5.51,11/17/19,Other,Healthy,$0 - $20
Old Navy,Clothing,$47.84,11/30/18,Other,Healthy,$20 - $50
Old Navy,Clothing,$55.78,4/4/19,Other,Healthy,$50 - $100
Wellness Centre,Chiropractor,$35.00,2/20/19,Other,Healthy,$20 - $50
Wellness Centre,Chiropractor,$35.00,7/5/19,Other,Healthy,$20 - $50
Wellness Centre,Chiropractor,$35.00,2/1/19,Other,Healthy,$20 - $50
Wellness Centre,Chiropractor,$35.00,1/23/19,Other,Healthy,$20 - $50
Wellness Centre,Chiropractor,$35.00,5/24/19,Other,Healthy,$20 - $50
Wellness Centre,Chiropractor,$35.00,4/22/19,Other,Healthy,$20 - $50
Wellness Centre,Chiropractor,$35.00,9/6/19,Other,Healthy,$20 - $50
Wellness Centre,Chiropractor,$35.00,6/21/19,Other,Healthy,$20 - $50
Wellness Centre,Chiropractor,$35.00,4/1/19,Other,Healthy,$20 - $50
Wellness Centre,Chiropractor,$35.00,10/31/18,Other,Healthy,$20 - $50
Wellness Centre,Chiropractor,$35.00,11/23/18,Other,Healthy,$20 - $50
Wellness Centre,Chiropractor,$35.00,12/14/18,Other,Healthy,$20 - $50
Wellness Centre,Chiropractor,$35.00,7/8/19,Other,Healthy,$20 - $50
London Drugs,Candy,$2.08,11/7/18,Other,Healthy,$0 - $20
Calgary Transit,Bus Pass,$5.30,3/12/19,Other,Healthy,$0 - $20
Calgary Transit,Bus Pass,$5.15,9/17/18,Other,Healthy,$0 - $20
Calgary Transit,Bus Pass,$5.15,10/30/18,Other,Healthy,$0 - $20
Calgary Transit,Bus Pass,$5.15,11/28/18,Other,Healthy,$0 - $20
Calgary Transit,Bus Pass,$5.30,1/21/19,Other,Healthy,$0 - $20
Hayden Block,Bar,$14.70,10/24/18,Other,Healthy,$0 - $20
The Den,Bar,$19.55,10/17/18,Other,Healthy,$0 - $20
Liquor Depot,Alcohol,$72.63,6/27/20,Other,Healthy,$50 - $100
Liquor Depot,Alcohol,$12.25,11/1/19,Other,Healthy,$0 - $20
Liquor Depot,Alcohol,$19.60,10/12/19,Other,Healthy,$0 - $20
Liquor Depot,Alcohol,$31.74,12/31/19,Other,Healthy,$20 - $50
Liquor Depot,Alcohol,$73.73,3/19/20,Other,Healthy,$50 - $100
Liquor Depot,Alcohol,$17.91,3/14/20,Other,Healthy,$0 - $20
Liquor Depot,Alcohol,$17.91,10/25/19,Other,Healthy,$0 - $20
Safeway,Workout,$39.71,1/7/19,Other,Healthy,$20 - $50
Wal-Mart,Workout,$9.94,2/27/19,Other,Healthy,$0 - $20
Active Living,Workout,$546.00,9/16/19,Other,Healthy,>$100
Safeway,Workout,$27.45,1/8/19,Other,Healthy,$20 - $50
GNC,Workout,$82.90,1/4/19,Other,Healthy,$50 - $100
Staples,Work,$32.38,8/23/19,Other,Healthy,$20 - $50
Staples,Work,$53.95,8/21/19,Other,Healthy,$50 - $100
Calgary City Cabs,Transportation,$35.60,6/1/20,Other,Healthy,$20 - $50
Uber,Transportation,$36.84,1/1/19,Other,Healthy,$20 - $50
Kensington Pub,Restaurant,$7.88,8/9/19,Restaurant,Healthy,$0 - $20
Canadian Pizza Unlimited,Restaurant,$20.00,3/20/20,Restaurant,Healthy,$0 - $20
Dominos,Restaurant,$20.56,11/20/20,Restaurant,Healthy,$20 - $50
Dominos,Restaurant,$20.02,11/1/20,Restaurant,Healthy,$20 - $50
Tim Horton's,Restaurant,$6.08,1/6/19,Restaurant,Healthy,$0 - $20
Supreme Pizza,Restaurant,$32.60,11/30/19,Restaurant,Healthy,$20 - $50
Den,Restaurant,$11.50,1/10/19,Restaurant,Healthy,$0 - $20
The Hidden Spot,Restaurant,$50.42,12/30/19,Restaurant,Healthy,$50 - $100
Wendy's,Restaurant,$23.34,8/16/19,Restaurant,Healthy,$20 - $50
Freshii,Restaurant,$13.01,8/28/19,Restaurant,Healthy,$0 - $20
Rosso Coffee,Restaurant,$5.72,6/15/19,Restaurant,Healthy,$0 - $20
Coffee Company,Restaurant,$8.50,6/20/19,Restaurant,Healthy,$0 - $20
Dairy Queen,Restaurant,$17.28,5/19/19,Restaurant,Healthy,$0 - $20
McDonald's,Restaurant,$13.40,7/21/20,Restaurant,Healthy,$0 - $20
McDonald's,Restaurant,$18.65,7/20/20,Restaurant,Healthy,$0 - $20
Bake Chef Co,Restaurant,$16.00,10/31/19,Restaurant,Healthy,$0 - $20
Little Caesars,Restaurant,$15.00,9/19/20,Restaurant,Healthy,$0 - $20
Wendy's,Restaurant,$2.39,5/13/19,Restaurant,Healthy,$0 - $20
South St Burger,Restaurant,$13.11,10/1/19,Restaurant,Healthy,$0 - $20
Korean BBQ,Restaurant,$11.50,1/30/20,Restaurant,Healthy,$0 - $20
Wendy's,Restaurant,$5.86,1/29/20,Restaurant,Sick,$0 - $20
Midtown Bar,Restaurant,$36.75,8/9/19,Restaurant,Healthy,$20 - $50
Dominos,Restaurant,$75.59,9/14/19,Restaurant,Healthy,$50 - $100
Blaze Pizza,Restaurant,$14.33,9/19/19,Restaurant,Healthy,$0 - $20
McDonald's,Restaurant,$15.27,8/8/20,Restaurant,Healthy,$0 - $20
Denny's,Restaurant,$15.93,8/29/20,Restaurant,Healthy,$0 - $20
Popeyes Chicken,Restaurant,$50.61,8/7/20,Restaurant,Healthy,$50 - $100
London Drugs,Personal,$3.45,4/18/19,Other,Healthy,$0 - $20
Safeway,Personal,$11.54,9/2/19,Other,Healthy,$0 - $20
London Drugs,Personal,$11.54,11/15/19,Other,Healthy,$0 - $20
Sunridge Mall Kiosk,Personal,$36.75,11/16/19,Other,Healthy,$20 - $50
Safeway,Personal,$43.14,4/28/19,Other,Healthy,$20 - $50
London Drugs,Personal,$4.19,11/1/19,Other,Healthy,$0 - $20
Justice,Personal,$8.40,1/18/20,Other,Healthy,$0 - $20
UofC Bookstore,Personal,$6.29,12/5/19,Other,Healthy,$0 - $20
Dollarama,Personal,$13.53,11/9/19,Other,Healthy,$0 - $20
London Drugs,Personal,$5.76,11/20/19,Other,Healthy,$0 - $20
Freedom Mobile,Personal,$472.50,4/1/19,Other,Healthy,>$100
Anytime Fitness,Personal,$65.08,9/21/20,Other,Healthy,$50 - $100
Bed Bath & Beyond,Personal,$100.00,11/1/19,Other,Healthy,$50 - $100
Safeway,Personal,$7.34,8/25/20,Other,Healthy,$0 - $20
Safeway,Personal,$39.52,3/7/20,Other,Healthy,$20 - $50
Safeway,Personal,$23.39,2/15/20,Other,Healthy,$20 - $50
Wal-Mart,Personal,$165.19,7/12/19,Other,Healthy,>$100
London Drugs,Personal,$7.13,7/24/19,Other,Healthy,$0 - $20
London Drugs,Personal,$89.48,9/7/20,Other,Healthy,$50 - $100
Anytime Fitness,Personal,$52.49,9/10/20,Other,Healthy,$50 - $100
London Drugs,Personal,$13.64,1/19/20,Other,Healthy,$0 - $20
Canada Post,Personal,$17.43,11/5/19,Other,Healthy,$0 - $20
Calgary Transit,Personal,$5.30,8/21/19,Other,Healthy,$0 - $20
London Drugs,Personal,$5.24,8/13/19,Other,Healthy,$0 - $20
Safeway,Personal,$35.00,10/10/20,Other,Healthy,$20 - $50
Wal-Mart,Personal,$23.05,8/16/20,Other,Healthy,$20 - $50
London Drugs,Personal,$15.74,12/21/19,Other,Healthy,$0 - $20
London Drugs,Personal,$6.29,11/16/20,Other,Healthy,$0 - $20
Rona,Personal,$15.20,12/23/19,Other,Healthy,$0 - $20
London Drugs,Personal,$6.30,9/22/20,Other,Healthy,$0 - $20
London Drugs,Personal,$19.62,10/12/20,Other,Healthy,$0 - $20
London Drugs,Personal,$15.74,5/21/20,Other,Healthy,$0 - $20
London Drugs,Personal,$35.00,8/14/20,Other,Healthy,$20 - $50
Wal-Mart,Personal,$80.78,9/14/19,Other,Healthy,$50 - $100
London Drugs,Personal,$39.89,10/14/20,Other,Healthy,$20 - $50
Freedom Mobile,Personal,$21.00,1/2/19,Other,Healthy,$20 - $50
London Drugs,Personal,$7.34,10/31/20,Other,Healthy,$0 - $20
Registry Express Inc,Personal,$22.45,10/11/19,Other,Healthy,$20 - $50
Bound and Copied,Personal,$31.11,12/11/19,Other,Healthy,$20 - $50
London Drugs,Personal,$4.19,1/17/20,Other,Healthy,$0 - $20
Wal-Mart,Personal,$65.47,5/9/20,Other,Healthy,$50 - $100
Safeway,Personal,$10.49,2/2/19,Other,Healthy,$0 - $20
Safeway,Medicine,$4.19,10/18/19,Other,Healthy,$0 - $20
Wellness Centre,Massage,$90.00,9/10/19,Other,Healthy,$50 - $100
Wellness Centre,Massage,$52.00,2/8/19,Other,Healthy,$50 - $100
Canada Post,Mail,$20.81,9/3/19,Other,Healthy,$20 - $50
Active Living,Locker,$151.00,1/6/20,Other,Healthy,>$100
Chatters,Hair Cut,$44.68,7/26/20,Other,Healthy,$20 - $50
Chatters,Hair Cut,$39.85,11/24/19,Other,Healthy,$20 - $50
Chatters,Hair Cut,$44.68,3/14/19,Other,Healthy,$20 - $50
Chatters,Hair Cut,$44.68,10/1/20,Other,Healthy,$20 - $50
Safeway,Food,$38.39,2/16/19,Food,Healthy,$20 - $50
London Drugs,Food,$36.25,2/3/19,Food,Healthy,$20 - $50
Safeway,Food,$111.60,9/18/20,Food,Healthy,>$100
Safeway,Food,$11.94,9/27/20,Food,Healthy,$0 - $20
Safeway,Food,$11.99,8/29/19,Food,Healthy,$0 - $20
Safeway,Food,$5.37,12/1/19,Food,Healthy,$0 - $20
Safeway,Food,$21.26,1/29/19,Food,Healthy,$20 - $50
Safeway,Food,$52.78,1/22/19,Food,Healthy,$50 - $100
Safeway,Food,$48.00,1/31/19,Food,Healthy,$20 - $50
Safeway,Food,$53.41,1/16/19,Food,Healthy,$50 - $100
Safeway,Food,$15.04,3/19/20,Food,Healthy,$0 - $20
Safeway,Food,$65.50,12/2/19,Food,Healthy,$50 - $100
Safeway,Food,$41.74,7/1/19,Food,Healthy,$20 - $50
Safeway,Food,$8.82,1/27/20,Food,Sick,$0 - $20
Safeway,Food,$28.78,1/28/20,Food,Sick,$20 - $50
Safeway,Food,$21.97,1/31/20,Food,Sick,$20 - $50
Safeway,Food,$10.98,1/25/20,Food,Sick,$0 - $20
Superstore,Food,$94.19,9/10/19,Food,Healthy,$50 - $100
Superstore,Food,$219.29,9/2/19,Food,Healthy,>$100
Safeway,Food,$14.59,9/22/19,Food,Sick,$0 - $20
Safeway,Food,$7.99,10/25/19,Food,Healthy,$0 - $20
Superstore,Food,$153.73,4/11/20,Food,Healthy,>$100
Safeway,Food,$77.58,6/26/19,Food,Healthy,$50 - $100
Safeway,Food,$50.21,1/22/20,Food,Healthy,$50 - $100
Safeway,Food,$20.37,2/29/20,Food,Healthy,$20 - $50
Safeway,Food,$5.06,6/30/19,Food,Healthy,$0 - $20
Safeway,Food,$33.86,5/15/19,Food,Healthy,$20 - $50
Safeway,Food,$11.01,12/8/20,Food,Healthy,$0 - $20
Safeway,Food,$21.61,6/28/19,Food,Healthy,$20 - $50
Safeway,Food,$2.49,3/4/19,Food,Healthy,$0 - $20
Stor,Food,$2.25,8/6/19,Food,Healthy,$0 - $20
Safeway,Food,$35.43,4/2/19,Food,Healthy,$20 - $50
Safeway,Food,$14.30,10/10/20,Food,Healthy,$0 - $20
Superstore,Food,$0.63,9/10/18,Food,Healthy,$0 - $20
Safeway,Food,$44.45,11/24/20,Food,Healthy,$20 - $50
Safeway,Food,$27.91,11/23/20,Food,Healthy,$20 - $50
Safeway,Food,$4.84,11/13/19,Food,Healthy,$0 - $20
Safeway,Food,$4.99,8/24/20,Food,Healthy,$0 - $20
Safeway,Food,$74.15,1/17/20,Food,Healthy,$50 - $100
Safeway,Food,$38.05,11/20/19,Food,Healthy,$20 - $50
Safeway,Food,$31.10,10/6/20,Food,Healthy,$20 - $50
Safeway,Food,$32.03,10/5/20,Food,Healthy,$20 - $50
London Drugs,Fitness,$6.60,4/5/19,Other,Healthy,$0 - $20
SportChek,Fitness,$104.98,2/7/19,Other,Healthy,>$100
Winners,Fitness,$41.98,2/27/19,Other,Healthy,$20 - $50
SportChek,Fitness,$10.49,2/9/19,Other,Healthy,$0 - $20
Active Living,Fitness,$21.00,2/17/19,Other,Healthy,$20 - $50
Calgary Tower,Entertainment,$56.70,1/11/20,Other,Healthy,$50 - $100
Steam,Entertainment,$5.97,9/26/20,Other,Healthy,$0 - $20
Cineplex,Entertainment,$8.99,11/10/20,Other,Healthy,$0 - $20
Landmark Cinema,Entertainment,$5.00,6/28/20,Other,Healthy,$0 - $20
Hexagon Café,Entertainment,$35.73,8/10/19,Other,Healthy,$20 - $50
A/Maze,Entertainment,$31.50,1/10/20,Other,Healthy,$20 - $50
CaravelNet,Entertainment,$13.81,1/14/19,Other,Healthy,$0 - $20
London Drugs,Entertainment,$78.74,4/5/20,Other,Healthy,$50 - $100
Bestbuy,Electronics,$41.99,1/14/19,Other,Healthy,$20 - $50
Canadian Tire,Electronics,$15.74,1/14/19,Other,Healthy,$0 - $20
Kaspersky,Electronics,$65.99,1/2/19,Other,Healthy,$50 - $100
Good Earth,Coffee,$11.27,12/16/19,Other,Healthy,$0 - $20
Starbucks,Coffee,$5.72,7/1/19,Other,Healthy,$0 - $20
Starbucks,Coffee,$5.41,7/18/20,Other,Healthy,$0 - $20
Starbucks,Coffee,$5.93,7/4/20,Other,Healthy,$0 - $20
Starbucks,Coffee,$16.54,2/28/20,Other,Healthy,$0 - $20
Good Earth,Coffee,$3.03,9/27/19,Other,Healthy,$0 - $20
Starbucks,Coffee,$4.99,12/24/19,Other,Healthy,$0 - $20
Starbucks,Coffee,$6.25,5/31/20,Other,Healthy,$0 - $20
Starbucks,Coffee,$5.41,7/11/20,Other,Healthy,$0 - $20
Le Chateau,Clothing,$23.10,11/24/19,Other,Healthy,$20 - $50
Old Navy,Clothing,$54.35,1/24/19,Other,Healthy,$50 - $100
H & M,Clothing,$27.27,1/11/20,Other,Healthy,$20 - $50
Wellness Centre,Chiropractor,$40.00,8/16/19,Other,Healthy,$20 - $50
Wellness Centre,Chiropractor,$40.00,12/6/19,Other,Healthy,$20 - $50
Liquor Depot,Alcohol,$21.09,11/14/20,Other,Healthy,$20 - $50
Liquor Depot,Alcohol,$17.91,10/22/20,Other,Healthy,$0 - $20
Liquor Depot,Alcohol,$99.85,12/14/19,Other,Healthy,$50 - $100
